trade_date,strike,side,entry_time,entry_price,exit_time,exit_price,pnl,exit_reason,pivot,mfe,mae,plus20_hit,plus40_hit,loss_count_after_trade,daily_pnl_after_trade,entry_ema20,entry_above_ema20,distance_from_ema20,previous_candle_touched_ema20,current_candle_touched_ema20,entry_candle_color,entry_near_ema20_5pts,entry_near_ema20_10pts,entry_near_ema20_15pts
2026-02-05,25750,PE,2026-02-05 15:05:00,180.45,2026-02-05 15:25:00,188.4,7.950000000000017,end_of_day,166.3,10.950000000000017,-2.1499999999999773,False,False,0,23.599999999999994,190.7474326661226,False,-10.297432666122603,False,False,green,False,False,True
2026-02-06,25600,PE,2026-02-06 09:50:00,134.95,2026-02-06 11:05:00,133.2,-1.75,stop,130.3,35.150000000000006,-6.599999999999994,True,False,1,-1.75,122.2263234017308,True,12.723676598269194,False,False,green,False,False,True
2026-02-06,25600,CE,2026-02-06 11:45:00,135.55,2026-02-06 12:05:00,111.2,-24.35000000000001,stop,130.3,14.25,-24.400000000000006,False,False,2,-26.10000000000001,108.20903396408008,True,27.340966035919934,False,False,green,False,False,False
2026-02-06,25600,PE,2026-02-06 12:40:00,131.0,2026-02-06 13:35:00,106.55,-24.450000000000003,stop,130.3,7.349999999999994,-26.299999999999997,False,False,3,-50.55000000000001,117.51172280227523,True,13.48827719772477,False,False,green,False,False,True
2026-02-11,26000,PE,2026-02-11 09:50:00,132.2,2026-02-11 10:15:00,131.45,-0.75,stop,132.15,22.700000000000017,-3.9499999999999886,True,False,1,-0.75,144.5061295451732,False,-12.306129545173206,False,True,red,False,False,True
2026-02-11,26000,PE,2026-02-11 12:05:00,134.75,2026-02-11 13:25:00,131.2,-3.5500000000000114,stop,132.15,25.150000000000006,-10.849999999999994,True,False,2,-4.300000000000011,128.0438695190546,True,6.706130480945404,True,True,green,False,True,True
2026-02-11,26000,PE,2026-02-11 13:50:00,138.5,2026-02-11 15:25:00,137.4,-1.0999999999999943,end_of_day,132.15,1.5,-18.0,False,False,3,-5.400000000000006,135.36652075568577,True,3.1334792443142305,False,True,green,True,True,True
2026-02-12,25900,PE,2026-02-12 09:25:00,133.15,2026-02-12 09:55:00,115.1,-18.05000000000001,stop,128.3,9.549999999999983,-18.60000000000001,False,False,1,-18.05000000000001,99.96400563481318,True,33.18599436518683,False,False,green,False,False,False
2026-02-12,25900,PE,2026-02-12 11:40:00,129.25,2026-02-12 13:25:00,113.5,-15.75,stop,128.3,12.550000000000011,-25.049999999999997,False,False,2,-33.80000000000001,120.90207978874409,True,8.34792021125591,False,False,red,False,True,True
2026-02-12,25900,PE,2026-02-12 13:50:00,129.6,2026-02-12 15:00:00,136.6,7.0,stop,128.3,50.849999999999994,-6.799999999999997,True,True,2,-26.80000000000001,120.99970770714191,True,8.600292292858086,True,False,green,False,True,True
2026-02-13,25550,CE,2026-02-13 09:40:00,126.4,2026-02-13 11:05:00,110.85,-15.550000000000011,stop,119.42500000000001,6.5,-17.200000000000003,False,False,1,-15.550000000000011,235.52953949257147,False,-109.12953949257147,False,False,green,False,False,False
2026-02-13,25550,CE,2026-02-13 12:15:00,121.8,2026-02-13 12:50:00,114.85,-6.950000000000003,stop,119.42500000000001,20.549999999999997,-8.299999999999997,True,False,2,-22.500000000000014,120.73318931130704,True,1.0668106886929536,True,True,green,True,True,True
2026-02-16,25400,CE,2026-02-16 09:45:00,123.35,2026-02-16 10:25:00,178.35,55.0,stop,121.3,86.20000000000002,-12.149999999999991,True,True,0,55.0,161.83262140411972,False,-38.482621404119726,False,False,red,False,False,False
2026-02-18,25750,PE,2026-02-18 11:15:00,157.1,2026-02-18 11:30:00,139.05,-18.049999999999983,stop,154.0,7.599999999999994,-20.94999999999999,False,False,1,-18.049999999999983,159.83062647738205,False,-2.73062647738206,False,True,green,True,True,True
2026-02-23,25700,CE,2026-02-23 10:10:00,112.85,2026-02-23 10:35:00,94.5,-18.349999999999994,stop,108.175,11.600000000000009,-20.849999999999994,False,False,1,-18.349999999999994,111.40063773544321,True,1.4493622645567825,False,True,red,True,True,True
2026-02-23,25700,PE,2026-02-23 10:55:00,114.85,2026-02-23 11:10:00,94.75,-20.099999999999994,stop,108.175,12.400000000000006,-21.75,False,False,2,-38.44999999999999,108.82724921653539,True,6.022750783464602,False,True,green,False,True,True
2026-02-23,25700,PE,2026-02-23 11:20:00,112.05,2026-02-23 12:05:00,111.9,-0.14999999999999147,stop,108.175,31.14999999999999,-7.200000000000003,True,False,3,-38.59999999999998,107.3722054028081,True,4.677794597191891,True,True,green,True,True,True
2026-02-25,25500,CE,2026-02-25 12:35:00,170.8,2026-02-25 12:45:00,143.6,-27.200000000000017,stop,166.7,0.14999999999997726,-27.600000000000023,False,False,1,-27.200000000000017,213.5505404180206,False,-42.75054041802059,False,False,red,False,False,False
2026-02-26,25550,CE,2026-02-26 09:45:00,145.95,2026-02-26 09:50:00,119.35,-26.599999999999994,stop,145.0,1.6500000000000057,-26.599999999999994,False,False,1,-26.599999999999994,129.29485262504926,True,16.65514737495073,False,False,red,False,False,False
2026-02-26,25550,CE,2026-02-26 10:10:00,146.3,2026-02-26 10:20:00,129.2,-17.100000000000023,stop,145.0,2.75,-17.100000000000023,False,False,2,-43.70000000000002,131.81613429492361,True,14.483865705076397,False,False,red,False,False,True
